id,neighborhood,category,name,street_address,city,state,zip,phone,website,hours,notes,full_address,latitude,longitude,geocode_provider,geocode_display_name,geocode_confidence_note,geocode_timestamp_utc
64,DOWNTOWN BOSTON,MEAL SITES,New England Center,17 Court St,Boston,MA,02108,(617) 371-1800,,,for Homeless Veterans | FARMERS MARKETS | ACCEPTING SNAP/HIP,"17 Court St, Boston, MA 02108",42.3592919,-71.0583504,openstreetmap_nominatim,"17,19, Court Street, Financial District, Downtown Boston, Boston, Suffolk County, Massachusetts, 02108, United States",Top Nominatim match,2026-02-21T22:25:34.141254+00:00
64,DOWNTOWN BOSTON,FOOD PANTRIES,New England Center,17 Court St,Boston,MA,02108,(617) 371-1800,,,for Homeless Veterans,"17 Court St, Boston, MA 02108",42.3592919,-71.0583504,openstreetmap_nominatim,"17,19, Court Street, Financial District, Downtown Boston, Boston, Suffolk County, Massachusetts, 02108, United States",Cached result,2026-02-21T22:25:35.150305+00:00
65,DOWNTOWN BOSTON,MEAL SITES,St. Francis House Meals,39 Boylston St,Boston,MA,02116,(617) 457-1007,,,,"39 Boylston St, Boston, MA 02116",42.3524207,-71.0635269,openstreetmap_nominatim,"39, Boylston Street, Downtown Crossing, Downtown Boston, Boston, Suffolk County, Massachusetts, 02111, United States",Top Nominatim match,2026-02-21T22:25:35.228381+00:00
66,DOWNTOWN BOSTON,MEAL SITES,Boston Public Market,100 Hanover St,Boston,MA,02108,,,,"Daily, 8am - 8pm | Open Year Round Indoor Market","100 Hanover St, Boston, MA 02108",42.3625573,-71.0573822,openstreetmap_nominatim,"Bluebikes, 100, Hanover Street, Dock Square, Boston, Suffolk County, Massachusetts, 02108, United States",Top Nominatim match,2026-02-21T22:25:36.298482+00:00
67,DOWNTOWN BOSTON,MEAL SITES,"Boston Public Market,",600 Atlantic Ave.,Boston,MA,02210,,,"Tue & Thu, 11:30am - 6:30pm",Dewey Square | May 15 - Nov 20,"600 Atlantic Ave., Boston, MA 02210",42.352744,-71.0533737,openstreetmap_nominatim,"Federal Reserve Bank of Boston, 600, Atlantic Avenue, Church Green, Downtown Boston, Boston, Suffolk County, Massachusetts, 02110, United States",Top Nominatim match,2026-02-21T22:25:37.375389+00:00
68,DOWNTOWN BOSTON,MEAL SITES,Boston Public Market at Seaport,60 Seaport Blvd. Boston,,MA,,,,Wed 11:30am - 6:30pm,June 6 - Oct 31,"60 Seaport Blvd. Boston, MA 02210",42.3529334,-71.0469809,openstreetmap_nominatim,"60, Seaport Boulevard, Seaport, South Boston, Boston, Suffolk County, Massachusetts, 02210, United States",Top Nominatim match,2026-02-21T22:25:38.458356+00:00
69,DOWNTOWN BOSTON,SENIOR DINING SITES,Kit Clark Arch,100 Arch St,Boston,MA,02110,,,Wed 11am - 1pm,617-825-5000,"100 Arch St, Boston, MA 02110",42.3546898,-71.0584214,openstreetmap_nominatim,"St. Anthony Shrine, 100, Arch Street, Church Green, Downtown Boston, Boston, Suffolk County, Massachusetts, 02110, United States",Cached result,2026-02-21T22:25:39.465973+00:00
70,EAST BOSTON,FOOD PANTRIES,Holy Redeemer Church/,56 Havre St,Boston,MA,02128,(617) 567-5926,,Wed & Sun 3 - 4pm,Our Daily Bread Pantry,"56 Havre St, Boston, MA 02128",42.3710899,-71.040325,openstreetmap_nominatim,"Crossroads - St. Mary's Center for Women and Children, 56, Havre Street, Gove Street, East Boston, Boston, Suffolk County, Massachusetts, 02128, United States",Top Nominatim match,2026-02-21T22:25:39.541361+00:00
71,EAST BOSTON,FOOD PANTRIES,Grace Federated Church/,760 Saratoga St,Boston,MA,02128,(617) 569-5358,,Sat 10am - 12pm,Emergency Food Cupboard,"760 Saratoga St, Boston, MA 02128",42.3839661,-71.0171341,openstreetmap_nominatim,"Grace Federated Church, 760, Saratoga Street, Orient Heights, East Boston, Boston, Suffolk County, Massachusetts, 02128, United States",Top Nominatim match,2026-02-21T22:25:40.621167+00:00
72,EAST BOSTON,MEAL SITES,Outreach Van Project,East Boston,,MA,,(617) 872-7782,,,"Corner of Border and Saratoga St,","East Boston, MA 02128",42.3750973,-71.0392173,openstreetmap_nominatim,"East Boston, Boston, Suffolk County, Massachusetts, 02128, United States",Top Nominatim match,2026-02-21T22:25:41.689690+00:00
73,EAST BOSTON,MEAL SITES,East Boston Community,28 Paris St,,MA,,,www.ebkitchen.org,Tue 12 - 2pm & 4 - 7pm,Soup Kitchen | SNAP APPLICATION | ASSISTANCE,"28 Paris St, East Boston 02128.",34.9382966,-82.2316623,openstreetmap_nominatim,"Paris Street, Franklin Mill, Greer, Greenville County, South Carolina, 29650, United States",Top Nominatim match,2026-02-21T22:25:44.837910+00:00
74,EAST BOSTON,MEAL SITES,ABCD East Boston APAC,21 Meridian St,East Boston,MA,02128,(617) 567-8857,,,FARMERS MARKETS | ACCEPTING SNAP/HIP,"21 Meridian St, East Boston, MA 02128",42.3706833,-71.0387417,openstreetmap_nominatim,"17,19,21, Meridian Street, Maverick Square, East Boston, Boston, Suffolk County, Massachusetts, 02128, United States",Top Nominatim match,2026-02-21T22:25:45.932910+00:00
75,EAST BOSTON,MEAL SITES,East Boston Farmers Market,200 Border St,East Boston,MA,02128,,,"Wed 3 - 6:30pm, July 11 - Oct 17",,"200 Border St, East Boston, MA 02128",42.375596,-71.0398799,openstreetmap_nominatim,"200, Border Street, Central Square, East Boston, Boston, Suffolk County, Massachusetts, 02128, United States",Top Nominatim match,2026-02-21T22:25:47.006187+00:00
76,EAST BOSTON,SENIOR DINING SITES,East Boston Social Center,68 Central Sq,East Boston,MA,02128,(617) 825-5000,,"Mon - Fri, 11am - 1pm",,"68 Central Sq, East Boston, MA 02128",42.374708,-71.0387836,openstreetmap_nominatim,"Central Square, East Boston, Boston, Suffolk County, Massachusetts, United States",Top Nominatim match,2026-02-21T22:25:48.086418+00:00
77,EAST BOSTON,SENIOR DINING SITES,East Boston Heritage Apt.,209 Summer St,Boston,MA,02128,(617) 825-5000,,"Mon - Fri, 11am - 1pm",AFFORDABLE FRUIT & | VEGETABLE SOURCES,"209 Summer St, Boston, MA 02128",42.3516385,-71.0535162,openstreetmap_nominatim,"209, Summer Street, Leather District, Downtown Boston, Boston, Suffolk County, Massachusetts, 02210, United States",Top Nominatim match,2026-02-21T22:25:49.173366+00:00
78,EAST BOSTON,SENIOR DINING SITES,Fair Foods at East Boston,120 Liverpool St,East Boston,MA,02128,(617) 288-6185,,"Alt. Fri, 2:30 - 4pm",Neighborhood Health Center,"120 Liverpool St, East Boston, MA 02128",42.3707234,-71.0421069,openstreetmap_nominatim,"Liverpool Street, Maverick Landing, East Boston, Boston, Suffolk County, Massachusetts, 02128, United States",Top Nominatim match,2026-02-21T22:25:50.251960+00:00
79,HYDE PARK,FOOD PANTRIES,Hyde Park Food Pantry,1179 River St,Hyde Park,MA,02136,(617) 637-7413,,"Tue & Thu, 9:30am - 12:30pm",Hyde Park Municipal Building,"1179 River St, Hyde Park, MA 02136",42.2564214,-71.1209954,openstreetmap_nominatim,"BCYF Hyde Park, 1179, River Street, Fairmount, Hyde Park, Boston, Suffolk County, Massachusetts, 02136, United States",Top Nominatim match,2026-02-21T22:25:51.338908+00:00
80,HYDE PARK,FOOD PANTRIES,Rehoboth Baptist Church of Boston,931 Hyde Park Ave,Hyde Park,MA,02136,(857) 413-0490,,"2nd & 4th Sat, 12 - 2pm",,"931 Hyde Park Ave, Hyde Park, MA 02136",42.2679628,-71.1214143,openstreetmap_nominatim,"931, Hyde Park Avenue, Hyde Park, Boston, Suffolk County, Massachusetts, 02136, United States",Top Nominatim match,2026-02-21T22:25:52.424366+00:00
81,HYDE PARK,SENIOR DINING SITES,Blake Estates,1344 Hyde Park Ave,Hyde Park,MA,02136,(617) 522-6700,,Tue & Thu 11:30 am - 1pm,,"1344 Hyde Park Ave, Hyde Park, MA 02136",42.2519853,-71.1247573,openstreetmap_nominatim,"1344, Hyde Park Avenue, Hyde Park, Boston, Suffolk County, Massachusetts, 02136, United States",Top Nominatim match,2026-02-21T22:25:53.503939+00:00
82,JAMAICA PLAIN,FOOD PANTRIES,ABCD/Jamaica Plain,30 Bickford St,Jamaica Plain,MA,02130,(617) 522-4830,,"Tue, Wed & Thu, 10am - 1pm",,"30 Bickford St, Jamaica Plain, MA 02130",42.323319,-71.1022019,openstreetmap_nominatim,"30, Bickford Street, Mildred C. Hailey Apartments, Jamaica Plain, Boston, Suffolk County, Massachusetts, 02130, United States",Top Nominatim match,2026-02-21T22:25:54.602411+00:00
83,JAMAICA PLAIN,FOOD PANTRIES,St. Vincent De Paul/,45 Brookside Ave,Jamaica Plain,MA,02130,(617) 524-0240,,Mon 6 - 8pm,Our Lady of Lourdes,"45 Brookside Ave, Jamaica Plain, MA 02130",42.3135403,-71.1036348,openstreetmap_nominatim,"Our Lady of Lourdes Parish Center, 45, Brookside Avenue, Roxbury, Boston, Suffolk County, Massachusetts, 02130, United States",Top Nominatim match,2026-02-21T22:25:55.683720+00:00
84,JAMAICA PLAIN,MEAL SITES,Pine Street Inn Shattuck Shelter,170 Morton St,Jamaica Plain,MA,02130,,,,Lemuel Shattuck Hospital | FARMERS MARKETS | ACCEPTING SNAP/HIP,"170 Morton St, Jamaica Plain, MA 02130",42.2990678,-71.1012435,openstreetmap_nominatim,"Lemuel Shattuck Hospital, 170, Morton Street, Roxbury, Boston, Suffolk County, Massachusetts, 02131, United States",Top Nominatim match,2026-02-21T22:25:56.763738+00:00
85,JAMAICA PLAIN,MEAL SITES,Egleston Farmers Market,31 Germania St,Jamaica Plain,MA,02130,,,"Sat 10am - 2pm, May 12 - Nov 17",,"31 Germania St, Jamaica Plain, MA 02130",,,openstreetmap_nominatim,,No match returned,2026-02-21T22:25:57.845907+00:00
86,JAMAICA PLAIN,MEAL SITES,Jamaica Plain Farmers Market,677 Centre St,Jamaica Plain,MA,02130,,,Tue & Sat 12 - 5pm,May 5 - Nov 17,"677 Centre St, Jamaica Plain, MA 02130",42.312201,-71.1145108,openstreetmap_nominatim,"Bank of America, 677, Centre Street, Jamaica Plain, Boston, Suffolk County, Massachusetts, 02130, United States",Top Nominatim match,2026-02-21T22:25:58.928570+00:00
87,JAMAICA PLAIN,SENIOR DINING SITES,Ethos Jamaica Plain at,100 South Huntington Ave,Jamaica Plain,MA,02130,(617) 522-6700,,"Mon - Fri, 11:30am - 1pm",Back of the Hill,"100 South Huntington Ave, Jamaica Plain, MA 02130",42.3293083,-71.1103909,openstreetmap_nominatim,"Back of the Hill Apartments, 100, South Huntington Avenue, Jamaica Plain, Boston, Suffolk County, Massachusetts, 02120, United States",Top Nominatim match,2026-02-21T22:26:00.017276+00:00
88,JAMAICA PLAIN,SENIOR DINING SITES,Ethos Jamaica Plain at Out4Supper,301 South Huntington Ave,Jamaica Plain,MA,02130,(617) 522-6700,,"1st Tue, 6 - 8pm",,"301 South Huntington Ave, Jamaica Plain, MA 02130",42.324126,-71.1123753,openstreetmap_nominatim,"301, South Huntington Avenue, Jamaica Plain, Boston, Suffolk County, Massachusetts, 02130, United States",Top Nominatim match,2026-02-21T22:26:01.096974+00:00
89,JAMAICA PLAIN,SENIOR DINING SITES,Ethos Jamaica Plain at,90 Bickford St,Boston,MA,02130,(617) 522-6700,,Wed 11:30am - 1pm,Julia Martin House,"90 Bickford St, Boston, MA 02130",42.3237996,-71.1018485,openstreetmap_nominatim,"Julia Martin House, 90, Bickford Street, Mildred C. Hailey Apartments, Jamaica Plain, Boston, Suffolk County, Massachusetts, 02120, United States",Top Nominatim match,2026-02-21T22:26:02.179255+00:00
90,JAMAICA PLAIN,SENIOR DINING SITES,"Ethos Jamaica Plain at Amory St,",125 Amory St,Boston,MA,02119,(617) 522-6700,,"Mon - Fri, 11:45am - 1pm",,"125 Amory St, Boston, MA 02119",42.3202721,-71.1011034,openstreetmap_nominatim,"125A, Amory Street, Roxbury, Boston, Suffolk County, Massachusetts, 02120, United States",Top Nominatim match,2026-02-21T22:26:03.263394+00:00
91,JAMAICA PLAIN,SENIOR DINING SITES,Ethos Jamaica Plain at,155 Lamartine St,Boston,MA,02130,(617) 522-6700,,"Wed & Fri, 11:15am - 1pm",Nate Smith House,"155 Lamartine St, Boston, MA 02130",42.3182149,-71.1046686,openstreetmap_nominatim,"155, Lamartine Street, Jamaica Plain, Boston, Suffolk County, Massachusetts, 02130, United States",Top Nominatim match,2026-02-21T22:26:04.346594+00:00
92,JAMAICA PLAIN,SENIOR DINING SITES,Ethos Jamaica Plain,633 Centre St,Boston,MA,02130,(617) 522-6700,,Sat 12:45 - 2pm,at CrossRoads Café,"633 Centre St, Boston, MA 02130",42.3137355,-71.1146662,openstreetmap_nominatim,"First Baptist Church In Jamaica Plain, 633, Centre Street, Jamaica Plain, Boston, Suffolk County, Massachusetts, 02130, United States",Top Nominatim match,2026-02-21T22:26:05.888438+00:00
93,JAMAICA PLAIN,SENIOR DINING SITES,"Ethos Jamaica Plain, Farnsworth",90 South St,Jamaica Plain,MA,02130,(617) 522-6700,,"Mon - Fri, 11:15am - 1pm",,"90 South St, Jamaica Plain, MA 02130",42.3064431,-71.1146436,openstreetmap_nominatim,"Farnsworth House, 90, South Street, Jamaica Plain, Boston, Suffolk County, Massachusetts, 02130, United States",Top Nominatim match,2026-02-21T22:26:07.001404+00:00
94,JAMAICA PLAIN,SENIOR DINING SITES,Ethos Jamaica Plain,6 Southbourne Rd,Jamaica Plain,MA,02130,(617) 522-6700,,"Mon - Fri, 11:30 - 1pm",at Woodbourne | AFFORDABLE FRUIT & | VEGETABLE SOURCES,"6 Southbourne Rd, Jamaica Plain, MA 02130",42.2901267,-71.1177116,openstreetmap_nominatim,"6, Southbourne Road, Roslindale, Boston, Suffolk County, Massachusetts, 02130, United States",Top Nominatim match,2026-02-21T22:26:08.091147+00:00
95,JAMAICA PLAIN,SENIOR DINING SITES,Fair Foods at,75 Bickford St,Jamaica Plain,MA,02119,(617) 288-6185,,Alt. Fri 12 - 1pm,Martha Elliot Health Ctr.,"75 Bickford St, Jamaica Plain, MA 02119",42.32445,-71.1021487,openstreetmap_nominatim,"Boston Children's at Martha Eliot, 75, Bickford Street, Mildred C. Hailey Apartments, Jamaica Plain, Boston, Suffolk County, Massachusetts, 02120, United States",Top Nominatim match,2026-02-21T22:26:09.188234+00:00
96,JAMAICA PLAIN,SENIOR DINING SITES,Fair Foods at Amory St.,Building 125 Amory St,Jamaica Plain,MA,02119,(617) 288-6185,,"2nd & 4th Thu, 3 - 4pm",,"Building 125 Amory St, Jamaica Plain, MA 02119",42.3089419,-71.108045,openstreetmap_nominatim,"Amory Street, Jamaica Plain, Boston, Suffolk County, Massachusetts, 02130, United States",Top Nominatim match,2026-02-21T22:26:10.277511+00:00
97,MATTAPAN,FOOD PANTRIES,Gladtidings,573 Norfolk St,Mattapan,MA,02126,(617) 296-6784,,Fri 10am - 12:30pm,,"573 Norfolk St, Mattapan, MA 02126",42.2773728,-71.0923006,openstreetmap_nominatim,"Gladtidings House of Prayer for All Nations, 573, Norfolk Street, Mattapan, Boston, Suffolk County, Massachusetts, 02126, United States",Top Nominatim match,2026-02-21T22:26:11.352294+00:00
98,MATTAPAN,FOOD PANTRIES,"Healthy Baby, Healthy Child",213 River St,Mattapan,MA,02126,(617) 534-2032,,"Mon, Wed & Fri, 10am - 2:45pm",,"213 River St, Mattapan, MA 02126",42.2741601,-71.0817998,openstreetmap_nominatim,"Ward A, 213, River Street, Mattapan, Boston, Suffolk County, Massachusetts, 02126, United States",Top Nominatim match,2026-02-21T22:26:12.428986+00:00
99,MATTAPAN,FOOD PANTRIES,Greater Boston Nazarene,130 River St,Mattapan,MA,02126,(617) 296-7450,,"Wed & Fri, 8am - 1pm",Compassionate Ctr. | FARMERS MARKETS | ACCEPTING SNAP/HIP,"130 River St, Mattapan, MA 02126",42.2711401,-71.0768643,openstreetmap_nominatim,"130, River Street, Mattapan, Boston, Suffolk County, Massachusetts, 02126, United States",Top Nominatim match,2026-02-21T22:26:13.511925+00:00
100,MATTAPAN,FOOD PANTRIES,Mattapan Square,Mattapan,,MA,,,,"Sat 10am - 1pm, July 14 - Oct 13",Farmers Market | City Municipal Parking Lot #14 | Corner of Cummins Hwy & Fairway St.,"Mattapan, MA 02126",42.2723208,-71.0869953,openstreetmap_nominatim,"Mattapan, Boston, Suffolk County, Massachusetts, 02126, United States",Top Nominatim match,2026-02-21T22:26:14.604122+00:00
101,MATTAPAN,SENIOR DINING SITES,Church of the Holy Spirit,525 River St,Boston,MA,02126,,,"Mon - Fri, 11:30 - 1pm",617-522-6700,"525 River St, Boston, MA 02126",42.2676605,-71.0952409,openstreetmap_nominatim,"525, River Street, Mattapan, Boston, Suffolk County, Massachusetts, 02126, United States",Top Nominatim match,2026-02-21T22:26:15.693116+00:00
102,NORTH END,FOOD PANTRIES,ABCD North End/,1 Michelangelo St,Boston,MA,02113,(617) 523-8125,,"Mon & Fri, 1 - 3:30pm",West End Pantry,"1 Michelangelo St, Boston, MA 02113",42.36719,-71.054852,openstreetmap_nominatim,"1, Michelangelo Street, North End, Boston, Suffolk County, Massachusetts, 02113, United States",Top Nominatim match,2026-02-21T22:26:16.776273+00:00
102,NORTH END,MEAL SITES,ABCD North End/,1 Michelangelo St,Boston,MA,02113,(617) 523-8125,,"Tue, Wed & Thu, 1 - 3:30pm",West End Neighborhood,"1 Michelangelo St, Boston, MA 02113",42.36719,-71.054852,openstreetmap_nominatim,"1, Michelangelo Street, North End, Boston, Suffolk County, Massachusetts, 02113, United States",Cached result,2026-02-21T22:26:17.782683+00:00
103,ROSLINDALE,FARMERS MARKETS ACCEPTING SNAP/HIP,Roslindale Village,Adams Park,Roslindale,MA,02131,,,"Sat 9am - 1:30pm, June 2 - Nov 20",Farmers Market,"Adams Park, Roslindale, MA 02131",,,openstreetmap_nominatim,,No match returned,2026-02-21T22:26:17.855617+00:00
104,ROSLINDALE,SENIOR DINING SITES,Ethos Roslindale at Out,120 Poplar St,Roslindale,MA,02131,(617) 522-6700,,"1st Sat, 11:30am - 2pm",to Brunch (LGBT) | AFFORDABLE FRUIT & | VEGETABLE SOURCES,"120 Poplar St, Roslindale, MA 02131",42.2841187,-71.1278406,openstreetmap_nominatim,"120, Poplar Street, Mount Hope, Roslindale, Boston, Suffolk County, Massachusetts, 02131, United States",Top Nominatim match,2026-02-21T22:26:18.933890+00:00
105,ROSLINDALE,SENIOR DINING SITES,Fair Foods at Roslindale,6 Cummins Hwy,Roslindale,MA,02131,,,"Alt. Wed, 3:30 - 5pm",Community Center | ROXBURY/ | MISSION HILL,"6 Cummins Hwy, Roslindale, MA 02131",42.286146,-71.127489,openstreetmap_nominatim,"6, Cummins Highway, Mount Hope, Roslindale, Boston, Suffolk County, Massachusetts, 02131, United States",Top Nominatim match,2026-02-21T22:26:20.009903+00:00
106,ROSLINDALE,FOOD PANTRIES,People’s Baptist Church,134 Camden St,Boston,MA,02118,(617) 427-0424,,"3rd Wed, 9:30 - 11am",,"134 Camden St, Boston, MA 02118",42.3382159,-71.0818658,openstreetmap_nominatim,"134, Camden Street, South End, Boston, Suffolk County, Massachusetts, 02118, United States",Top Nominatim match,2026-02-21T22:26:21.108690+00:00
107,ROSLINDALE,FOOD PANTRIES,Warwick House/,175 Ruggles St,Roxbury Crossing,MA,02120,(617) 445-8915,,Thu 8 - 9am,St. Katherine Drexel,"175 Ruggles St, Roxbury Crossing, MA 02120",42.3344535,-71.0878384,openstreetmap_nominatim,"175, Ruggles Street, Roxbury Crossing, Roxbury, Boston, Suffolk County, Massachusetts, 02120, United States",Top Nominatim match,2026-02-21T22:26:22.186334+00:00
108,ROSLINDALE,FOOD PANTRIES,Grant A.M.E.,1906 Washington St. Boston,,MA,,(617) 427-0670,,"1st & 3rd Thu, 8am - 1pm",,"1906 Washington St. Boston, MA 02118",42.3343627,-71.0791404,openstreetmap_nominatim,"Grant African Methodist Episcopal Zion Church, 1906, Washington Street, South End, Boston, Suffolk County, Massachusetts, 02118, United States",Top Nominatim match,2026-02-21T22:26:23.266732+00:00
109,ROSLINDALE,FOOD PANTRIES,Rosie’s Place,889 Harrison Ave,Boston,MA,02118,(617) 318-0236,,"Tue - Fri, 9am - 12pm & 4:30 - 6pm",,"889 Harrison Ave, Boston, MA 02118",42.3340958,-71.076904,openstreetmap_nominatim,"889, Harrison Avenue, South End, Boston, Suffolk County, Massachusetts, 02118, United States",Top Nominatim match,2026-02-21T22:26:24.348824+00:00
109,ROSLINDALE,MEAL SITES,Rosie’s Place,889 Harrison Ave,Boston,MA,02118,(617) 442-9322,,Mon - Fri,,"889 Harrison Ave, Boston, MA 02118",42.3340958,-71.076904,openstreetmap_nominatim,"889, Harrison Avenue, South End, Boston, Suffolk County, Massachusetts, 02118, United States",Cached result,2026-02-21T22:26:25.355965+00:00
110,ROSLINDALE,FOOD PANTRIES,Boston Missionary Baptist,336 Dudley St,Roxbury,MA,02119,(617) 427-4448,,,Community Ctr.,"336 Dudley St, Roxbury, MA 02119",42.3273887,-71.0765066,openstreetmap_nominatim,"336, Dudley Street, Nubian Square, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:25.435866+00:00
111,ROSLINDALE,FOOD PANTRIES,Omega Men in Action,32-34 Linwood St,Roxbury,MA,02119,(617) 708-0741,,,,"32-34 Linwood St, Roxbury, MA 02119",42.3280679,-71.0935676,openstreetmap_nominatim,"Linwood Street, Nubian Square, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:26.523687+00:00
112,ROSLINDALE,FOOD PANTRIES,Resurrection Lutheran Church,94 Warren St,Roxbury,MA,02119,(617) 427-2066,,,,"94 Warren St, Roxbury, MA 02119",42.3272681,-71.0827071,openstreetmap_nominatim,"Resurrection Lutheran Church, 94, Warren Street, Nubian Square, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:27.601241+00:00
113,ROSLINDALE,FOOD PANTRIES,Fair Foods at Yawkey,115 Warren St,Roxbury,MA,02119,(617) 427-6050,,Tue 4:30 - 5:30pm,Boys and Girls Club,"115 Warren St, Roxbury, MA 02119",42.326771,-71.08376,openstreetmap_nominatim,"Yawkey Club of Roxbury, 115, Warren Street, Nubian Square, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:28.689576+00:00
114,ROSLINDALE,FOOD PANTRIES,Twelfth Baptist Church,160 Warren St,Roxbury,MA,02119,(617) 442-7855,,Tue 12:30 - 1:30pm,,"160 Warren St, Roxbury, MA 02119",42.3253778,-71.0827824,openstreetmap_nominatim,"160, Warren Street, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:29.780719+00:00
115,ROSLINDALE,FOOD PANTRIES,Boston Treatment Ctr.,56 Dale St,Roxbury,MA,02119,(617) 445-7525,,,Eliot Congregational Church,"56 Dale St, Roxbury, MA 02119",42.321185,-71.085573,openstreetmap_nominatim,"56, Dale Street, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:30.875460+00:00
116,ROSLINDALE,FOOD PANTRIES,Church of God of Prophecy,270 Warren St,Roxbury,MA,02119,(617) 427-7766,,,,"270 Warren St, Roxbury, MA 02119",42.3219344,-71.0818719,openstreetmap_nominatim,"270, Warren Street, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:31.961227+00:00
117,ROSLINDALE,FOOD PANTRIES,American Red Cross,1033 Massachusetts Ave,Boston,MA,02118,(617) 375-0735,,"Wed & Sat, 9am - 12pm",,"1033 Massachusetts Ave, Boston, MA 02118",42.3271497,-71.067652,openstreetmap_nominatim,"Liquor Land, 1033, Massachusetts Avenue, Roxbury, Boston, Suffolk County, Massachusetts, 02118, United States",Top Nominatim match,2026-02-21T22:26:33.048293+00:00
118,ROSLINDALE,FOOD PANTRIES,Emmanuel Temple Church,471 Warren St,Dorchester,MA,02121,(617) 442-8500,,"1st Wed, 2 - 3:30pm",,"471 Warren St, Dorchester MA 02121",,,openstreetmap_nominatim,,No match returned,2026-02-21T22:26:34.131744+00:00
119,ROSLINDALE,FOOD PANTRIES,Charles Street A.M.E. Church,551 Warren St,Dorchester,MA,02121,(617) 442-7770,,"1st & 3rd Thu, 12 - 2pm",,"551 Warren St, Dorchester MA 02121",,,openstreetmap_nominatim,,No match returned,2026-02-21T22:26:35.209203+00:00
120,ROSLINDALE,FOOD PANTRIES,ABCD Roxbury/North Dorchester,565 Warren St,Dorchester,MA,02121,(617) 442-5900,,"Mon - Thu, 10am - 1pm",Neighborhood Opportunity Center,"565 Warren St, Dorchester, MA 02121",,,openstreetmap_nominatim,,No match returned,2026-02-21T22:26:36.273945+00:00
121,ROSLINDALE,FOOD PANTRIES,Berea Church Pantry,108 Seaver St,Dorchester,MA,02121,(617) 427-2201,,"1st & 3rd Thu, 9:30 - 11:30am",,"108 Seaver St, Dorchester MA 02121",,,openstreetmap_nominatim,,No match returned,2026-02-21T22:26:37.354780+00:00
122,ROSLINDALE,FOOD PANTRIES,St. Mary of the Angels,377 Walnut Ave,Roxbury,MA,02119,(617) 833-1898,,Wed 5 - 6:30pm,,"377 Walnut Ave, Roxbury, MA 02119",42.3137401,-71.0951019,openstreetmap_nominatim,"377, Walnut Avenue, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:38.440328+00:00
123,ROSLINDALE,FOOD PANTRIES,Grace and Hope Mission,1900 Columbus Ave,Roxbury,MA,02119,(617) 442-7579,,Tue 11am - 12pm,,"1900 Columbus Ave, Roxbury, MA 02119",42.3171639,-71.0979939,openstreetmap_nominatim,"1900, Columbus Avenue, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:39.519845+00:00
124,ROSLINDALE,FOOD PANTRIES,ABCD/Parker Hill Fenway,714 Parker St,Roxbury Crossing,MA,02120,(617) 445-6000,,"Mon, Thu & Fri, 9am - 12:30pm",Neighborhood Service Ctr. | FARMERS MARKETS | ACCEPTING SNAP/HIP,"714 Parker St, Roxbury Crossing, MA 02120",,,openstreetmap_nominatim,,No match returned,2026-02-21T22:26:40.593811+00:00
125,ROSLINDALE,FOOD PANTRIES,NUBIA Farmers Market,100 Malcolm X Blvd,Roxbury Crossing,MA,02120,,,"Fri 12 - 3pm, July 6 - Oct 30",,"100 Malcolm X Blvd, Roxbury Crossing, MA 02120",42.3309021,-71.0933788,openstreetmap_nominatim,"Islamic Society of Boston Cultural Center, 100, Malcolm X Boulevard, Roxbury Crossing, Roxbury, Boston, Suffolk County, Massachusetts, 02120, United States",Top Nominatim match,2026-02-21T22:26:41.670865+00:00
126,ROSLINDALE,FOOD PANTRIES,Dudley Town Common,1 Blue Hill Ave.,Roxbury,MA,02119,,,"Thu 3 - 7pm, June 14 - Nov 1",Farmers Market,"1 Blue Hill Ave., Roxbury MA 02119",42.325215,-71.07524,openstreetmap_nominatim,"1, Blue Hill Avenue, Nubian Square, Grove Hall, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:42.758060+00:00
127,ROSLINDALE,FOOD PANTRIES,Roxbury Crossing Farmers Market,Roxbury,,MA,,,,"Tu & Fri, 12pm - 7pm",Tremont St. & Columbus Ave. | June 26 - Nov 20,"Roxbury, MA 02120",42.3289067,-71.0850853,openstreetmap_nominatim,"Roxbury, Boston, Suffolk County, Massachusetts, United States",Top Nominatim match,2026-02-21T22:26:43.846736+00:00
